0,1
stimulates,"['report', 'debate', 'response', 'cells']"
parading,['body']
fading,"['humans', 'head']"
stimulated,['sense']
orientated,['service']
advise,"['umma', 'anyone', 'meet', 'recurs', 'doctor', 'dose', 'users', 'state', 'researchers', 'charities', 'people', 'man', 'members', 'label']"
higher,"['employer', 'services']"
arrives,"['someone', 'death', 'baby', 'pilgrim', 'manufacturing', 'feline', 'year', 'light', 'one', 'killer', 'truck', 'everything', 'intake', 'pidgeon', 'food', 'flow', 'signal']"
fastens,['news']
negotiate,"['traps', 'courses', 'issues', 'recognition', 'credits', 'orders', 'terms', 'fees', 'notion', 'return', 'support', 'truce', 'help', 'conditions']"
flows,"['birds', 'sagacity', 'desire', 'gotrabh', 'Statement', 'summary', 'crater', 'status', 'water', 'life', 'text', 'lifting', 'air', 'lava', 'settles', 'land', 'vodka']"
brooding,"['action', 'drop']"
flown,"['basket', 'dancehall', 'stranger']"
impede,"['feminism', 'decision', 'movement', 'playing']"
u'acknowledging,"[""u'efforts""]"
deluding,['yourselves']
stateless,['people']
lower,"['voices', 'risk', 'cost', 'level', 'suspension', 'income', 'moans', 'power', 'cholesterol', 'rent', 'standard', 'warming', 'bit']"
petitioned,['who']
equalled,"['feat', 'mate', 'record']"
dancing,"['pole', 'story', 'hearts', 'routines', 'something', 'dance', 'shirt']"
bounces,"['pulse', 'ball', 'returns', 'panel', 'ray']"
dared,"['one', 'serving', 'anyone', 'who']"
destabilizing,['process']
cheer,"['bit', 'victory', 'people', 'crews']"
sneered,"['hipsters', 'rend']"
starved,"['south', 'internet']"
dares,"['who', 'impudence', 'one', 'opinine']"
bounced,"['basket', 'times']"
stating,"['subject', 'following', 'interest', 'hatred', 'reasons', 'participation', 'opinion']"
rewound,"['pickups', 'pickup']"
endeavour,['people']
Takes,"['pencils', 'etc', 'DVD']"
polled,"['members', 'forum', 'day', 'votes']"
corrupting,"['youth', 'message', 'culture', 'chastity']"
repealing,"['Obamacare', 'sequester']"
haircutting,['scissors']
HAVE,"['WHAT', 'members', 'RIGHT', 'MANDATE', 'CLUE']"
loading,"['crates', 'video', 'images']"
corroborated,"['claim', 'research']"
extracted,"['commitment', 'answer', 'information', 'profits']"
tabled,['proposal']
tweak,"['mods(racers', 'word', 'organizers', 'details']"
reinstate,['reputation']
ramped,"['production', 'week', 'rhetoric', 'government', 'growth']"
amended,"['statement', 'parliament', 'constitution']"
vindicate,"['act', 'fact']"
advocate,"['thing', 'standard', 'demand']"
PULLING,['troops']
entangled,['limbs']
awaken,"['hope', 'editorial']"
rotate,"['stage', 'screen', 'maze', 'crystals', 'room', 'map', 'summer']"
shaped,"['curves', 'heart', 'oval', 'fault', 'brains', 'CD', 'film', 'wedge', 'shapes', 'theory', 'ways', 'future', 'U', 'cup', 'kidney', 'rhinoceros', 'dragon', 'head', 'words', 'football', 'vicissitudes']"
confront,"['fears', 'leash', 'disdain', 'state', 'beliefs']"
ignore,"['mixer', 'parents', 'people', 'practicalities', 'fact', 'complications', 'illness', 'rules', 'item', '%', 'atrocities', 'decision', 'words', 'difference', '@', 'scheming', 'investors', 'inequality', 'sorts', 'discussions', 'elephant', 'everyone', 'heart', 'holocausts', 'input', 'idiots', 'evidence', 'governments', 'phase']"
collect,"['institutions', 'pleasures', 'items', 'stars', 'fruits', 'coins', 'suns', 'pills', 'candy', 'drops', 'points', 'keys', 'letters', 'voucher', 'information', 'funds', 'compensation', 'eggs', 'water', 'pots', 'people', 'data', 'pastors', 'farthing', 'money', 'semen', 'ones', 'sweat', 'tax', 'Rs', 'proposals', 'tariffs', 'who', 'unemployment', 'canals', 'crates', 'opportunities', 'possibilities', 'range', 'reports', 'solutions', 'choices', 'measurements', 'balloon', 'Members', 'Pack', 'c', 'card', 'com', 'plants', 'state', 'year', 'drop', 'photographs', 'blondes', 'bottles', 'rainwater', 'leaves', 'girls', 'pens', 'benefits']"
distrust,"['People', 'things', 'algorithms']"
entice,"['followers', 'customers', 'motivate', 'money']"
hinted,"['month', 'writer', 'capitalism']"
fucking,['someone']
rot,"['hour', 'concept']"
trumping,"['identity', 'others']"
understood,"['rules', 'language', 'necessity', 'teachings', 'relation', 'who', 'way', 'networking', 'points', 'movie', 'danger', 'potential', 'system', 'tragedy', 'material', 'Nature', 'behavior', 'shinobi', 'pain', 'permission', 'concerns', 'anything', 'things', 'realities', 'interest', 'implications', 'theory', 'causes', 'group', 'term', 'manufacturers', 'what', 'stars', 'city', 'people', 'mechanism', 'toffs', 'science', 'terms', 'reader', 'situation']"
litter,"['bodies', 'roadside']"
vacate,"['house', 'conviction']"
childich,['men']
modernize,['rules']
Unveiling,"['forecasts', 'yesterday']"
prop,"['currency', 'teams', 'rates', 'stocks']"
inoculate,['economy']
retro,"['Bond', '@', 'cat', 'bands']"
ticking,"['clock', 'marat', 'boxes', 'economy', 'job']"
tends,"['anger', 'cellists', 'infinity', 'time', 'rash', 'hour', 'condition', 'growth', 'education', 'shape', 'medium', 'membership', 'construction', 'criteria', 'who', 'sheep', 'tissue', 'cut', 'serve', 'hierarchy', 'story', 'Power']"
coiting,['lot']
prod,['space']
contrasting,['opulence']
withut,"['century', 'chronicle']"
jumps,"['dagger', 'script', 'notch', 'shark', 'number', 'levels']"
raided,"['taxes', 'summer', 'port', 'money']"
refused,"['lot', 'who', 'safety', 'pledge', 'zakat', 'government', 'mother', 'offer', 'arabai', 'tribute', 'marriages', 'file', 'locust', 'clubs', 'sources', 'services', 'care', 'handouts', 'employees', 'man', 'shearers', 'father', 'troops', 'priest', 'boss', 'president', 'police', 'permission', 'abortion']"
refuses,"['mother', 'association', 'screen', 'who']"
serviced,"['retreat', 'morning', 'funds']"
asserting,"['guarantees', 'right', 'claim', 'independence', 'avenues']"
mingled,"['juices', 'sensation']"
completing,"['form', 'section', 'Opposition', 'prison', 'battles', 'conditions', 'sphere', 'studies', 'diary', 'card', 'task', 'course', 'test', 'forms', 'project']"
firing,"['Guns', 'salute', 'emails', 'neurons', 'army', 'rockets', 'event', 'burner', 'stride', 'piano', 'note']"
decideth,['time']
stricken,"['famine', 'storm', 'poverty']"
range,"['Maturities', 'months', 'consequences', 'answer', 'people', 'styles', 'acts', 'rates', 'who']"
quashed,"['speculation', 'result', 'return']"
fluttering,"['heart', 'eyes']"
calloused,['hands']
conserving,"['nature', 'resources', 'heritage']"
stitched,"['rows', 'wound']"
warmed,"['world', 'who']"
conflates,['systems']
purporting,['something']
commemorating,['completion']
drifted,"['parents', 'conference', 'balloon']"
impressed,"['What', 'team', 'sponger', 'coach']"
renominated,['who']
tumble,['mountains']
question,"['plenty', 'mandate', 'one', 'time', 'reports', 'beliefs', 'debtor', 'court', 'decision', 'gift', 'religion', 'will', 'theory', 'hypnotism', 'everything', 'rights', 'Patriotism', 'accuser', 'policies', 'structures', 'Theory', 'strength', 'hygiene', 'validity', 'numbers', 'expertise']"
fast,"['who', 'wills', 'Today']"
creaked,"['door', 'hosts']"
Channeling,['capacity']
oxidizes,['mol']
signified,"['will', 'transformations', 'alterations']"
analyze,"['situation', 'event', 'action', 'reasons', 'reflection', 'way', 'coupling', 'moment', 'game']"
Avoid,"['bots', 'spikes', 'ghosts', 'anger', 'worry', 'use', 'mistakes', 'breath', 'condition', 'stretches', 'situations', 'trap', 'foods']"
authored,['piece']
Feigning,['trials']
plunge,"['rate', 'starts']"
Negating,['turn']
succumbed,"['opponents', 'government']"
disenfranchising,['women']
crank,['volume']
filed,"['document', 'statement', 'statements', 'claim', '@', 'form', 'lawsuits', 'complaint', 'application', 'year', 'appellant', 'petition', 'side', 'caveat', 'reports', 'who', 'motion', 'paperwork', 'being', 'reflection', 'petitions', 'lawsuit', 'week', 'lawyer', 'affidavit', 'writ', 'papers', 'Prosecutors']"
forbidding,"['haram', 'collection', 'hadiths']"
billed,['Thanks']
deployed,"['product', 'forces', 'service']"
partitioning,['government']
astounds,['disillusion']
consist,"['integration', 'values', 'mask', 'pulses', 'rest', 'applications', 'ethic', 'part', 'gelan', 'program', 'years', 'distortions', 'catastrophizing']"
upsized,"['company', 'issues']"
fulfilling,"['obligation', 'duty', 'desire', 'need', 'self', 'Self', 'promise', 'action', 'needs', 'missions', 'duties', 'pledge', 'work', 'contract']"
capitalized,['words']
commercialise,"['researchers', 'research']"
stalking,"['children', 'laws']"
torpedoing,['ships']
interjecting,"['jeering', 'introduction']"
highlight,"['position', 'items', 'hexagons', 'links', 'similarity', 'dedication', 'clients', 'decade', 'amendment', 'interleaving', 'nature', 'content', 'trends', 'galleries', 'week', 'improvement', 'issue', 'hire']"
fried,"['eggs', 'mushroom', 'scenes', 'pan']"
called,"['mankind', 'toe', 'portion', 'range', 'shadows', 'Values', 'rebate', 'people', 'ones', 'hypocrite', 'innovations', 'who', 'pledge', 'b', 'focus', 'scenes', 'treasury', 'sanctuaries', 'day', 'kingdom', 'puri', 'constable', 'sage', 'upasanta', 'peace', 'person', 'stage', 'cessation', 'man', 'pride', 'consciousness', 'holder', 'toad', 'uddhum', '@', 'feeling', 'sant', 'commendation', 'trainees', 'type', 'bhavagga', 'abodes', 'inhabitants', 'ass', 'concentration', 'purity', 'visuddhi', 'kind', 'yath', 'desire', 'equanimity', 'conditions', 'things', 'what', 'view', 'marriage', 'officer', 'name', 'group', 'backdating', 'state', 'meristems', 'tissue', 'cambium', 'developments', 'secularism', 'lymphoma', 'disease', 'lymphocytes', 'types', 'tablets', 'government', 'democracy', 'orih', 'intent', 'setter', 'universities', 'HUNT', 'operation', 'trachelectomy', 'line', 'frontier', 'madam', 'battleships', 'trustees', 'lump', 'cyst', 'pathologist', 'biopsy', 'localisation', 'hives', 'weals', 'flare', 'bumps', 'friends', 'wife', 'asset', 'account', 'receivables', 'Individual(s', 'principal', 'analysis', 'feature', 'collection', 'cycle', 'com', 'dotcom', 'sources', 'agreement', 'deed', 'times', 'interest', 'members', 'option', 'subscription', 'right', 'registration', 'Pilgrimage', 'exoskeleton', 'cuticle', 'petiole', 'daughter', ""L'Auto"", 'syndrome', 'rupture', 'angioplasty', 'waves', 'troponin', 'chemical', 'kinase', 'scintigraphy', 'clopidogrel', 'medicine', 'fibrillation', 'leaflet', 'girls', 'Highness', 'bundle', 'IT', 'use', 'party', 'string', 'selectivity', 'citizens', 'Cypriots', 'service', 'single', 'None', 'claim', 'pruning', 'panel', 'dashboard', 'police', 'woman', 'Enterprise', 'explanation', 'scout', 'land', 'RAP', 'office', 'institute', 'keya', 'attack', 'syndromes', 'heart', 'electrocardiograph', 'house', 'targeting', 'decomposers', 'society', 'star', 'natihimsa', 'soul', 'animal', 'being', 'philosophy', 'period', 'wood', 'Moors', 'form', 'proenzyme', 'immunoglobulins', 'election', 'wastage', 'weeks', 'names', 'one', 'What', 'philosopher', 'reason', 'somebody', 'year', 'instruction', 'knowledge', 'humanities', 'officials', 'quo', 'speed', 'corpuscles', 'ether', 'wave', 'theorem', 'timbre', 'shakuhachi', 'book', 'claims', 'schizophrenia', 'professionals', 'mother', 'number', 'Superstars', 'bowls', 'marketplace', 'milestone', '%', 'conservatives', 'candidate', 'something', 'ranking', 'docID', 'hits', 'docinfo', 'company', 'holdings', 'calendar', 'organism', 'whom', 'wing', 'course', 'colony', 'poser', 'lo', 'victimns', 'moochers', 'captain', 'presence', 'take', 'news', 'shock', 'gathering', 'law', 'deal', 'nation-', 'way', 'trial', 'hat', 'Breeders', 'countertop', 'Mob', 'lights', 'soldiers', 'director', 'raticide', 'children', 'home', 'figs', 'landmark', 'inductee', 'area', 'results', 'method', 'options', 'object', 'author', 'nephritis', 'faith', 'utility', 'chalazae', 'article', 'plankton', 'holdfast', 'pigmy', 'shark', 'denticles', 'litters', 'pups', 'SeaMerino', 'system', 'constant', 'doll', 'servants', 'style', 'summit', 'mountain', 'light', 'reflectance', 'sum', 'rooms', 'morning', 'process', 'liquid', 'water', 'malice', 'tests', 'canopy', 'road', 'mozzies', 'liar', 'week', 'imbecile', 'cavemen', 'inderpendants', 'monk', 'family', 'minister', 'female', 'reform', 'blog', 'notes', 'parties', 'campaigns', 'shedding', 'husband', 'friend', 'team', 'factor', 'merchants', 'century', 'gentlewoman', 'monetisation', 'saying', 'rule', 'regimes', 'cyclooxygenase', 'agreements', 'caddie', 'boss', 'asshole', 'control', 'thinking', 'reservoirs', 'lava', 'Ca$inos', 'band', 'record', 'album', 'opening', 'crater', 'boy', 'bear', 'idiot', 'scammer', 'optimism', 'Giving', 'conference', 'epidemic', 'Colors', 'punch', 'demand', 'festival', 'lawyer', 'settlement', 'arrangement', 'threat', 'organizations', 'yielding', 'nihilism', 'Women', 'modes', 'townhouse', 'forces', 'blitzkrieg', 'war', 'sonar', 'arsenal', 'bomber', 'millions', 'treaties', 'movies', 'students', 'problem', 'arrows', 'scales', 'Murder', 'manager', 'fada', 'father', 'hill', 'colleges', 'Cnamhcaill', 'avenue', 'amplifier', 'orbitals', 'Orbitals', '', 'acetylene', 'halides', 'elections', 'witnesses', 'underwent', 'vitrectomy', 'section', 'Presumption', 'Spring', 'sauce', 'procollagen', 'perms', 'customer', 'coup', 'programme', 'game', 'Mice', 'sexsomnia', 'drivers', 'element', 'address', 'teacher', 'business', 'time', 'tzset', 'sleep', 'candle', 'image', 'axis', 'mirrors', 'dialogue', 'Men']"
associated,"['use', 'test', 'level', 'who', 'readings', 'file', 'developer', 'card', 'workers', 'name', 'lows', 'forms', 'tornadoes', 'effectiveness']"
roared,"['ways', 'lion']"
warning,"['what', 'colleagues', 'mate', 'Police']"
rally,['community']
disappoints,"['experience', 'article', 'everything']"
tone,"['conversations', 'band', 'sound', 'tabs']"
scrutinized,['men']
rains,['lot']
overseeing,"['who', 'decline', 'pruning', 'trial']"
backs,"['decisions', 'history', 'win', 'stakes', 'money']"
grouped,"['experts', 'icons', 'counties', 'domains']"
defrauding,['persons']
mock,['achievement']
slashdotted,['website']
develope,['relationship']
generates,"['reaction', 'amount', 'feed', 'millions', 'who', 'material', 'page', 'market', 'exposure', 'interest', 'database', 'profit', 'profits', 'input', 'form', 'output', 'heat', 'traffic', 'keyword', 'soul', 'feeling']"
smitten,['who']
problems,['what']
helping,"['slaves', 'person', 'people', 'origins', 'antidepressant', 'class', 'clubs', 'cleric', 'victims', 'women', 'events', 'economy', 'teammates', 'one', 'man', 'clients', 'policy', 'awareness', 'smokers', 'families', 'leadership', 'patient', 'business', 'Returnability', 'gap', 'farmer', 'fund']"
chirp,['bird']
generated,"['lines', 'kind', 'respect', 'desire', 'electricity', 'night', 'playoff', 'comment', 'judge', 'today', 'concepts', 'stories', 'visitor', 'perception', 'machine', 'profit', 'power', 'collapse', 'who', 'user', 'design', 'computer', 'likes', 'income', 'timestamp', '%', 'string']"
allowing,"['criticism', 'opportunity', 'system', 'owners', 'wonders', 'offer', 'travel', 'evolution', 'emergence', 'option', 'rooting', 'thing', 'shirts', 'westerlies', 'capital', 'total', 'hostel', 'facility', 'access']"
Making,"['comeback', 'contact', 'purchases', 'mod', 'kart', 'sense', 'form', 'apology', 'referral', 'donation', 'reparation', 'way']"
Discussing,"['Love', 'time']"
pinpoint,['time']
suffers,"['country', 'game', 'debilitation', 'who', 'wave', 'decrease', 'determination', 'project', 'fly', 'economy', 'shock', 'growth', 'potency']"
reproached,['who']
disinherited,['life']
remit,"['proceeds', 'sum']"
dragged,"['slave', 'folder', 'country', 'statement', 'feet', 'cousin', 'clothes']"
solicits,"['X', 'information', 'passwords', '@']"
departs,['movie']
attaining,"['practice', 'knowledge', 'stage', 'bliss', 'parinibb', 'enlightenment', 'cooperation', 'puberty', 'goal', 'culture', 'salvation']"
dodging,['flashing']
scroll,['pages']
reined,['govt']
wrestle,['anyone']
issued,"['check', 'ministry', 'directive', 'content', 'orders', 'ruling', 'rulings', 'diktat', 'transcript', 'paper', 'court', 'ultimatum', 'company', 'shares', 'declaration', '@', 'stamps', 'afternoon', 'scrip', 'voice', 'statement', 'offices', 'decisions', 'order', 'decision', 'group', 'commands', 'pass', 'companies', 'share', 'threats', 'O', 'refund', 'writ', 'writs', 'members', 'Pack', 'Members', 'card', 'bond', 'governments', 'currency', 'permit', 'none', 'judge', 'warrant', 'proclamation', 'certificate', 'spokesperson', 'domains']"
injects,['child']
Hitting,"['key', 'keys']"
dispel,"['fears', 'lust', 'form', 'cravings', 'craving', 'person', 'feelings', 'anger', 'regrets', 'anxiety', 'rumours', 'finding', 'spirits', 'rumors']"
epitomized,['value']
overlap,"['civilizations', 'set', 'patterns', 'b', 'borders', 'bit', 'servers']"
u'cites,"[""u'years""]"
winds,['money']
issues,"['coach', 'report', 'user', 'query', 'refund', 'agency', 'keeper']"
uphold,"['ideals', 'who', 'approach', 'constitution']"
roofed,['beam']
squeezing,['who']
breach,"['confidence', 'rights', 'measures']"
include,"['Side', 'conflict', 'bundle', 'clothing', 'techniques', 'relatives', 'girl', 'picture', 'words', 'points', 'beach', 'rates', 'treatment', 'bowlers', 'Authors', 'keywords', 'remixes', 'buzz', 'programme', 'discussion', 'specialisms', 'chemical', 'Examples', 'forms', 'organisations', 'weapons', 'horns', 'financiers', 'com', 'facts', 'capybara', 'logos', 'strategies', 'study', 'rounds', 'hats', 'role', 'leadership', 'movie', 'actors', 'equipment', 'Treatments', 'triggers', 'urticaria', 'types', 'features', 'liability', 'banks', 'shareholders', 'sadness', 'effects', 'disturbance', 'Mind', 'Benefits', 'uplifts', 'increment', 'Costs', 'portfolio', 'Effects', 'ministers', 'angina', 'factors', 'things', 'complications', 'wallpaper', 'eye', 'acrylic', 'emissions', 'set', 'songs', 'number', 'examples', 'difficulty', 'file', 'service', 'directorships', 'failure', 'payment', 'amounts', 'scientists', 'coins', 'options', 'coder', 'report', 'capabilities', 'expertise', 'person', 'delay', 'requirements', 'time', 'illness', 'ID', 'genres', 'selection', 'St', 'nations', 'plaques', 'operators', 'women', 'definition', 'businessmen', 'steps', 'benefits', 'costs', 'models', 'licensing', 'areas', 'focus', 'computers', 'Things', 'systems', 'chicken', 'sources', 'beans', 'findings', 'information', 'limits', 'protections', 'schedule', 'practices', 'instructing', 'buses', 'scarcity', 'symptoms', 'thirst', 'history', 'devices', '@', 'vendors', 'product', 'sun', 'Activities', 'series', 'teams', 'projects', 'case', 'fascinator', 'documents', 'hits', 'everything', 'title', 'improvements', 'caching', 'interests', 'engines', 'structure', 'Reports', 'authorizes', 'use', 'link', '//mexfiles', 'unions', 'rights', 'life', 'option', 'means', 'killing', 'members', 'population', 'people', 'transition', 'establishment', 'education', 'experiences', 'work', 'aspects', 'tables', 'beds', 'air', 'groups', 'Residents', 'goods', 'plastics', 'lands', 'posts', 'questions', 'tortoises', 'period', 'bedrooms', 'Options', 'loft', 'interfaces', 'HTML', 'schemes', 'characters', 'header', 'attribute', 'considerations', 'offences', 'agreement', 'rents', 'expenses', 'definitions', 'foods', 'salads', 'choices', 'range', 'plants', 'today', 'membership', 'ground', 'kind', 'quotation', 'estimates', 'transparency', 'methods', 'Fees', 'instruction', 'pieces', 'lactose', 'goodies', 'content', 'price', 'tax', 'fact', 'men', 'villages', 'banking', 'tissue', 'Septums', 'shortages', 'consideration', 'loss', 'roads', 'applications', 'matters', 'responsibilities', 'marble', 'rash', 'glands', 'card', 'tickets', 'Members', 'memberships', 'directions', 'obligation', 'statistics', 'employment', 'winds', 'Convection', 'NSAIDs', 'aspirin', 'enzymes', 'Ulcers', 'suggestions', 'reference', 'figures', 'countries', 'credits', 'situations', 'limitations', 'problems', 'message', 'conditions', 'Sessions', 'plan', 'accomplishments', 'names', 'boab', 'services', 'access', 'mail', 'mishaps', 'lights', 'walkway', 'spots', 'taglines', 'nothing', 'assessments', 'exhibition', 'paintings', 'tasks', 'management', 'response', 'water', 'programmes', 'provision', 'building', 'training', 'functions', 'planning', 'deaths', 'items', 'newspapers', 'Organisations', 'authorities', 'images', 'phoenix', 'night', 'freedoms', 'URL', 'arbitrators', 'objectives', 'promotion', 'virus', 'inability', 'postage', 'experience', 'iconography', 'seat', 'recipes', 'photos', 'likes', 'Features', 'room', 'basement', 'anything', 'element', 'changes', 'adoption', 'intervention', 'inspection', 'variety', 'Amenities', 'showers', 'legislation', 'provisions', 'partners', 'serials', 'count', 'seconds', 'sequences', 'aids', 'pictures', 'versions', 'tracks', 'programs']"
abode,"['while', 'time', 'months', 'days']"
breathing,"['mortality', 'neck', 'life', 'difficulty', 'air', 'city', 'house', 'time']"
seized,"['control', 'while', 'who', 'possessions', 'salary', 'power', 'forces', 'rest', 'airfield', 'countries', 'islands']"
engineered,['poison']
spoon,"['Nobody', 'egg']"
wishes,"['who', 'child', 'meditator', 'affidavit', 'state', 'Thanks', 'm', 'everyone']"
materialise,['fog']
Kissing,"['Who', 'Faq-7', 'lover']"
drinking,"['dressing', 'raons', 'urine', 'brew', 'coffee', 'Milk', 'life', 'coffees', 'whisky', 'water', 'bottle', 'night', 'milk', 'porters', 'supply', 'mixture', 'fear', 'men']"
Enjoy,"['Animals', 'Existences', 'voyeurs', 'view', 'achievements']"
redistribute,"['wealth', 'cost']"
notes,"['@', 'remittances', 'currency', 'post']"
underscores,"['importance', 'fact', 'record', 'need']"
deals,"['series', 'scenarios', 'leaflet', 'miscalculation', 'Business', 'time', 'study']"
dealt,"['kinds', 'dispute', 'hath', 'person', 'application', 'history', 'attempts', 'blow', 'cards', 'face', 'hand', 'practitioners', 'treatment', 'hopes', 'litter']"
underscored,"['work', 'conviction', 'celebrations', 'surge']"
noted,"['b', 'moment', 'change', 'object', 'occurrences', 'feeling', 'changes', 'step', 'movements', 'behaviours', 'sensations', 'source', 'pattern', 'students', 'issue', 'region', 'person', 'buses', 'scholars', 'people', 'piece', 'mention', 'president', 'importance', 'others', 'panellist', 'percent', 'manager', 'perfume', 'Investigators', 'total', 'haven', 'report', 'conflict']"
concluded,"['contract', 'verses', 'forum', 'authors', 'report', 'night', 'programme', 'R', 'Thanks', 'recommendations', '@', 'presentations', 'team', 'renewal', 'paper', 'investigation', 'exchange', 'participants']"
gripping,"['tool', 'instability', 'region', 'media']"
isolate,"['groups', 'restrictions', 'script']"
fold,"['arms', 'clothes', 'stick', 'bag']"
traveling,"['man', 'trip', 'distances', 'meter', 'distance', 'neck', 'pulse', 'guide', 'parallel']"
concludes,"['extravaganza', 'multiculturalism', 'issue', 'war', 'lesson', 'story']"
manipulating,['engines']
buffeted,['face']
blackmails,['Corruption']
faiul,['forms']
showcase,"['work', 'items', 'capabilities', 'authors', 'books']"
outlasted,['zigzags']
waiting,"['everyone', 'pair', 'family', 'week', 'apology', 'emotion', 'years', 'day', 'centuries', 'reruns', 'bend', 'who', 'periods', 'water', 'People', 'table', 'dresses']"
worships,"['monarchist', 'stone']"
relocate,"['teams', 'league', 'individuals', 'people']"
packup,['office']
bowled,"['victim', 'need', 'inswingers', 'ball', 'seamers', 'lengths', 'balls', 'Runs', 'rate']"
chose,"['school', 'land', 'wasaq', 'who', 'way', 'surveying', 'total', 'options', 'minority', 'option', 'words', 'organisers', 'approach', 'whom', 'years', 'tsunami', 'victims', 'complainant', 'goal', 'profession', 'hemlock', 'panics', 'lines', 'name', 'speed', 'encoding', 'compromise', 'event', 'soup', 'slice', 'everyone', 'customer', 'room', 'fate', 'people', 'holiday', 'year', 'voyage', 'rebels', 'islands', 'nothing', 'photographer', 'tea', 'day', 'carpets', 'source', 'percent', 'might']"
desires,"['entanglement', 'who']"
flavoured,"['protein', 'dumplings', 'chicken']"
pushing,"['staff', 'features', 'number', '@', 'baby', 'countries', 'bills', 'practice', 'boundaries', 'barriers', 'target', 'people', 'boys', 'Everyone', 'woman', 'speed', 'garbage', 'government', 'envelope', 'papers', 'amphibian', 'pedal', 'abortion', 'battles', 'demand']"
overvalued,['prices']
slated,"['device', 'home', 'company']"
desired,"['coolness', 'outcomes', 'hire', 'states', 'flowers']"
explore,"['bottom', 'maze', 'option', 'areas', 'knight', 'castle', 'interior', 'breakfast', 'island', 'options', '%', 'solution', 'Tk', 'opportunities', 'issues', 'markets', 'lips', 'idea', 'world', 'look', 'book', 'topics', 'resources', 'artists', 'questions', 'spaces', 'traditions', 'space', 'alleys', 'effects', 'shades', 'view', 'land', 'genres', 'consequences', 'range', 'technologies', 'rationale']"
swirled,['auras']
scrapped,"['posts', 'rule']"
settling,"['score', 'area', 'accounts', 'scores']"
skyrocketed,['funding']
distressed,['brother']
Fostering,"['year', 'theme', 'Information']"
adjusts,['flows']
oversold,['pivot']
leaving,"['hurrying', 'things', 'book', 'matter', 'survivor', 'everyone', 'dreams', 'hole', 'turn', 'who', 'rates', '-labels', 'fans', 'house', 'boat', 'owner', 'china', 'homes', 'discretion', 'comfort', 'discomfort', 'relish', 'balls', 'population', 'life', 'filament', 'factory', 'confederation', 'bits', 'arrangements', 'office', 'ship', 'Freeloaders', 'people', 'something', 'countries', 'system', 'doors', 'members', 'man', 'morning', 'day', 'city', 'fluorescents', 'van', 'carnage', 'eurozone', 'cost', 'capitalism', 'leisure', 'school', 'age', 'folks', 'rest', 'place', 'door', 'herd', 'monastery', 'scene', 'possibility', 'plaintiffs', 'university', 'panel', 'year', 'hair', 'shinier', 'infant', 'custom', 'areas', 'audience', 'space', 'children', 'champions', 'pieces', 'teachers', 'profession']"
suggests,"['analysis', 'report', 'point', 'guidance', 'Evidence', 'name', 'assessment', 'riches', 'jet', 'corruption', 'balance', 'History', 'reading', 's', 'history', 'example', 'topic', 'complaint', 'basis', 'bunker', 'book', 'mark', 'excitement', 'following', 'use', 'prophet', 'tone', 'evaluation', 'FTAs', 'researchers', 'evidence', 'sense', 'what', 'who', 'research', 'appointment', 'title', 'phrase', 'way', 'fact']"
submerged,['rungs']
crafting,"['novel', 'policy']"
shaded,['eyes']
chaste,"['whom', 'criminal']"
gossiped,['guard']
slinging,['workers']
forbid,"['hadith', 'transmission', 'people', 'children', 'races', 'states', 'interactions', 'evil', 'wrong', 'act']"
offset,"['benefit', 'dependence', 'difficulty', 'purchase', 'reduction', 'austerity', 'energy', 'int', 'std', 'offset']"
scaled,"['summit', 'rim']"
lodging,"['who', 'petitions']"
apply,"['others', 'imagination', 'sense', 'riders', 'majority', 'aspect', 'sections', 'rules', 'none', 'people', 'dedication', 'practise', 'figures', 'creditor', 'provisions', 'lease', 'STEM', 'bands', 'talents', 'thinking', 'skills', 'subsection', 'reasoning', 'R', 'who', 'package', 'applicants', 'visa', 'rights', 'fee', 'techniques', 'analysis', 'principles', 'rule', 'members', 'analogy', 'results', 'arguments', 'care', 'knowledge', 'criticism', 'set', 'flea', 'materials', 'creditors', 'verifying', 'details', 'duties', '@', 'accusation', 'scrutiny', 'terms', 'offences', 'companies', 'website', 'theory', 'constraints', 'levers', 'area', 'petroleum', 'times', 'toughness', 'information', 'parents', 'person', 'time', 'legislation', 'document', 'idea', 'discount', 'student', 'days', 'party', 'policies']"
rebuiliding,['list']
boasts,"['populations', 'GB', 'collection', 'margin']"
trump,"['pragmatism', 'impact', 'will', 'lives']"
fed,"['knowledge', 'position', 'night', 'girls', 'kid', 'device', 'bellies', 'gas', 'grain', 'beef', 'land', 'nation', 'who', 'media', 'troops', 'lot', 'force', 'version', 'mate', 'plant']"
stream,"['grains', 'tourists', 'entry']"
u'upgrading,"[""u'information""]"
underscoring,"['freedom', 'folly']"
depicted,"['Gold', 'row', '@', 'interactions', 'creation', 'films', 'people', 'ratio', 'hell']"
weeping,"['lord', 'mother', 'struggles', 'hardships', 'angels']"
attribute,"['partners', 'significance', 'comments', 'disposition', 'error', 'randomness']"
dreams,['everybody']
convoluted,['process']
bhrtya,"['yei', 'mage', 'caritamrta']"
chimed,"['minutes', 'ideas', 'person']"
inclined,['body']
writen,['post']
impress,"['contemplation', 'juniors', 'outsiders', 'emo', 'customers', 'halibut', 'clients', 'date']"
Pacing,['Cage']
cooperate,"['weather', 'midwives', 'authorities']"
